Puesto_de_Trabajo,Salario_Promedio_USD,Años_de_Experiencia,Nivel_Educativo,Indice_Exposicion_IA,Factor_Crecimiento_Tecnologico,Probabilidad_Automatizacion_2030,Categoria_Riesgo,Habilidad_1,Habilidad_2,Habilidad_3,Habilidad_4,Habilidad_5,Habilidad_6,Habilidad_7,Habilidad_8,Habilidad_9,Habilidad_10
Diseñador Gráfico,47024,28,Doctorado,0.42,1.41,0.34,Medio,0.65,0.94,0.75,0.28,0.72,0.29,0.11,0.72,0.18,0.11
Maestro,39612,10,Maestría,0.19,1.0,0.3,Bajo,0.68,0.88,0.03,0.87,0.7,0.17,0.03,0.26,0.92,0.67
Conductor de Camión,51450,1,Bachillerato,0.45,1.44,0.82,Alto,0.2,0.15,0.99,0.33,0.16,0.01,0.29,0.89,0.53,0.63
Mecánico,149511,27,Maestría,0.51,1.34,0.43,Medio,0.98,0.08,0.72,0.66,0.19,0.39,0.31,0.09,0.58,0.99
Obrero de Construcción,106554,21,Bachillerato,0.55,0.54,0.73,Alto,0.51,0.99,0.88,0.34,0.54,0.55,0.69,0.69,0.79,0.02
Especialista en RRHH,97173,3,Bachillerato,0.07,0.98,0.67,Medio,0.49,0.06,0.23,0.58,0.09,0.42,0.33,0.82,0.11,0.68
Ingeniero de Software,44517,3,Licenciatura,0.59,0.71,0.54,Medio,0.67,0.07,0.82,0.86,0.06,0.6,0.59,0.01,0.34,0.97
Guardia de Seguridad,31321,22,Maestría,0.93,1.18,0.71,Alto,0.08,0.72,0.55,0.13,0.61,0.81,0.75,0.25,0.26,0.97
Ingeniero de IA,93001,25,Bachillerato,0.32,1.32,0.09,Bajo,0.2,0.18,0.09,0.85,0.58,0.26,0.85,0.8,0.1,0.64
Chef,35685,23,Licenciatura,0.72,1.22,0.37,Medio,0.32,0.84,0.9,0.28,0.02,0.86,0.38,0.33,0.35,0.42
Científico de Datos,35335,13,Bachillerato,0.57,0.58,0.69,Medio,0.94,0.93,0.88,0.66,0.22,0.05,0.1,0.32,0.5,0.99
Mecánico,110286,26,Licenciatura,0.52,1.2,0.37,Medio,0.93,0.53,0.28,0.94,0.63,0.48,0.58,0.75,0.15,0.86
Médico,45641,16,Doctorado,0.57,1.18,0.26,Bajo,0.37,0.99,0.68,0.42,0.68,0.52,0.11,0.8,0.56,0.8
Trabajador de Comercio,50242,5,Doctorado,0.54,1.27,0.95,Alto,0.88,0.86,0.25,0.84,0.17,0.2,0.11,0.86,0.11,0.14
Maestro,60166,19,Maestría,0.57,1.38,0.15,Bajo,0.55,0.17,0.27,0.13,0.41,0.59,0.28,0.85,0.98,0.12
Investigador UX,61232,15,Maestría,0.79,0.69,0.44,Medio,0.39,0.92,0.66,0.04,0.01,0.2,0.32,0.48,0.84,0.31
Diseñador Gráfico,78720,29,Doctorado,0.33,0.51,0.68,Medio,0.14,0.29,0.13,0.49,0.93,0.1,0.44,0.02,0.77,0.64
Obrero de Construcción,125110,4,Licenciatura,0.47,1.41,0.8,Alto,0.51,0.7,0.52,0.19,0.32,0.09,0.43,0.61,0.12,0.63
Gerente de Marketing,113128,7,Bachillerato,0.34,0.72,0.66,Medio,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71
Maestro,120605,29,Doctorado,0.39,1.29,0.11,Bajo,0.28,0.93,0.03,0.22,0.48,0.4,0.63,0.19,0.07,0.37
Soporte al Cliente,39513,18,Licenciatura,0.56,1.1,0.84,Alto,0.25,0.76,0.09,0.2,0.74,0.28,0.49,0.33,0.51,0.35
Investigador UX,57177,0,Maestría,0.85,0.65,0.44,Medio,0.56,0.15,0.13,0.66,0.65,0.23,0.23,0.75,0.12,0.92
Gerente de Marketing,85572,8,Maestría,0.87,0.71,0.31,Medio,0.94,0.34,0.31,0.26,0.24,0.73,0.91,0.79,0.67,0.29
Mecánico,147849,12,Maestría,0.24,0.61,0.35,Medio,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,0.89,0.25
Enfermero/a,126080,1,Bachillerato,0.29,0.94,0.14,Bajo,0.77,0.26,0.86,0.23,0.36,0.45,0.29,0.77,0.41,0.89
Ingeniero de Software,144438,4,Bachillerato,0.86,1.02,0.5,Medio,0.22,0.59,0.95,0.08,0.75,0.87,0.99,0.33,0.36,0.23
Obrero de Construcción,34844,22,Doctorado,0.14,0.77,0.77,Alto,0.37,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09
Guardia de Seguridad,47639,21,Licenciatura,0.68,1.05,0.87,Alto,0.64,0.78,0.24,0.43,0.15,0.43,0.7,0.69,0.71,0.31
Obrero de Construcción,86041,3,Maestría,0.37,1.44,0.79,Alto,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,0.13
Maestro,68575,2,Maestría,0.46,1.22,0.14,Bajo,0.55,0.03,0.46,0.24,0.52,0.53,0.75,0.54,0.61,0.53
Ingeniero de IA,120150,14,Bachillerato,0.76,1.13,0.18,Bajo,0.34,0.78,0.19,0.04,0.7,0.14,0.9,0.77,0.6,0.31
Conductor de Camión,42485,16,Bachillerato,0.48,0.79,0.94,Alto,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,0.76,0.79
Ingeniero de Software,103147,13,Maestría,0.04,0.7,0.56,Medio,0.4,0.61,0.55,0.44,0.23,0.72,0.91,0.77,0.12,0.54
Soporte al Cliente,66598,8,Doctorado,0.59,0.94,0.77,Alto,0.33,0.24,0.2,0.59,0.51,0.73,0.31,0.46,0.68,0.96
Trabajador de Comercio,132916,27,Doctorado,0.3,0.95,0.88,Alto,0.96,0.54,0.81,0.46,0.04,0.89,0.29,0.14,1.0,0.35
Conductor de Camión,41311,3,Doctorado,0.31,1.01,0.72,Alto,0.35,0.67,0.92,0.4,0.56,0.64,0.07,0.34,0.68,0.74
Gerente de Marketing,139940,6,Doctorado,0.01,0.51,0.52,Medio,0.55,0.56,0.72,0.92,0.99,0.7,0.51,0.14,0.38,0.57
Gerente de Marketing,124930,9,Bachillerato,0.13,1.29,0.7,Medio,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58
Investigador UX,115639,9,Doctorado,0.98,0.51,0.5,Medio,0.5,0.29,0.53,0.67,0.67,0.09,0.8,0.93,0.12,0.42
Conductor de Camión,34123,16,Maestría,0.83,1.03,0.72,Alto,0.57,0.36,0.54,0.65,0.64,0.67,0.68,0.11,0.19,0.63
Analista Financiero,98384,13,Licenciatura,0.63,0.57,0.37,Medio,0.48,0.45,0.75,0.39,0.66,0.7,0.65,0.6,0.81,0.66
Diseñador Gráfico,102433,29,Maestría,0.64,0.66,0.42,Medio,0.33,0.09,0.69,0.6,0.59,0.48,0.54,0.01,0.1,0.68
Gerente de Marketing,127550,15,Licenciatura,0.11,0.83,0.4,Medio,0.03,0.41,0.03,0.0,0.79,0.31,0.57,0.3,0.93,0.73
Ingeniero de Software,76509,27,Maestría,0.26,1.08,0.52,Medio,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,0.06
Analista Financiero,141075,11,Bachillerato,0.65,0.66,0.43,Medio,0.33,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74
Maestro,35853,18,Maestría,0.07,0.54,0.22,Bajo,0.94,0.77,0.83,0.54,0.3,0.68,0.71,0.68,0.95,0.37
Maestro,95311,28,Bachillerato,0.91,0.66,0.22,Bajo,0.87,0.31,0.83,0.33,0.79,0.07,0.66,0.68,0.49,0.69
Abogado,145672,28,Bachillerato,0.73,1.46,0.48,Medio,0.53,0.26,0.99,0.06,0.36,0.3,0.39,0.92,0.37,0.92
Analista Financiero,107045,5,Licenciatura,0.17,1.3,0.4,Medio,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52
Abogado,68211,4,Doctorado,0.2,0.91,0.52,Medio,0.18,0.28,0.78,0.42,0.0,0.05,0.44,0.06,0.17,0.73
Especialista en RRHH,58454,29,Doctorado,0.52,0.63,0.35,Medio,0.05,0.85,0.95,0.12,0.21,0.09,0.88,0.96,0.26,0.3
Analista Financiero,97855,3,Maestría,0.19,0.5,0.34,Medio,0.62,0.04,0.43,0.5,0.91,0.47,0.14,0.29,0.67,0.11
Obrero de Construcción,127891,23,Doctorado,1.0,0.51,0.74,Alto,0.84,0.1,0.03,0.12,0.69,0.99,0.59,0.12,0.18,0.54
Investigador UX,120094,25,Doctorado,0.66,1.07,0.69,Medio,0.2,0.17,0.86,0.29,0.33,0.55,0.38,0.29,0.92,0.13
Obrero de Construcción,130621,21,Bachillerato,0.0,1.31,0.74,Alto,0.77,0.15,0.42,0.73,0.27,0.31,0.67,0.19,0.95,0.19
Mecánico,141579,13,Doctorado,0.8,0.87,0.36,Medio,0.17,0.99,0.73,0.45,0.26,0.02,0.67,0.96,0.11,0.75
Trabajador de Comercio,64907,10,Doctorado,0.79,0.87,0.88,Alto,0.93,0.62,0.92,0.24,0.98,0.87,0.11,0.41,0.93,0.08
Enfermero/a,147754,11,Licenciatura,0.72,0.53,0.24,Bajo,0.36,0.25,0.58,0.54,0.87,0.68,0.42,0.65,0.75,0.94
Enfermero/a,61937,1,Bachillerato,0.54,0.87,0.27,Bajo,0.79,0.08,0.7,0.54,0.1,0.56,0.19,0.71,0.28,0.15
Científico de Datos,41593,25,Licenciatura,0.49,0.7,0.64,Medio,0.0,0.84,0.52,0.92,0.2,0.1,0.62,0.71,0.37,0.01
Científico Investigador,75337,2,Maestría,0.23,0.85,0.18,Bajo,0.7,0.96,0.14,0.68,0.23,0.22,0.63,0.78,0.98,0.77
Mecánico,147553,19,Bachillerato,0.23,1.26,0.51,Medio,0.3,0.47,0.91,0.76,0.45,0.98,0.79,0.01,0.11,0.55
Investigador UX,69114,24,Maestría,0.81,1.4,0.4,Medio,0.76,0.54,0.39,0.79,0.56,0.64,0.06,0.59,0.3,0.49
Chef,142467,3,Maestría,0.61,0.65,0.35,Medio,0.19,0.82,0.03,0.73,0.06,0.59,0.77,0.23,0.2,0.29
Conductor de Camión,95410,0,Bachillerato,0.49,1.23,0.82,Alto,0.13,0.44,0.16,0.75,0.17,0.48,0.69,0.23,0.08,0.56
Enfermero/a,44802,16,Doctorado,0.59,1.25,0.13,Bajo,0.49,0.93,0.47,1.0,0.16,0.71,0.65,0.87,0.09,0.28
Gerente de Marketing,62611,3,Doctorado,0.93,0.93,0.66,Medio,0.29,0.13,0.3,0.6,0.85,0.39,0.91,0.24,0.69,0.74
Obrero de Construcción,58419,26,Doctorado,0.03,0.87,0.71,Alto,0.9,0.95,0.74,0.73,0.24,0.07,0.8,0.56,0.68,0.78
Analista Financiero,74852,28,Licenciatura,0.14,1.3,0.48,Medio,0.83,0.44,0.22,0.17,0.74,0.57,0.4,0.49,0.55,0.24
Investigador UX,125640,2,Bachillerato,0.29,0.89,0.5,Medio,0.17,0.39,0.39,0.29,1.0,0.07,0.64,0.17,0.84,0.91
Guardia de Seguridad,112654,15,Bachillerato,0.82,0.75,0.74,Alto,0.32,0.34,0.4,0.37,0.41,0.71,0.25,0.02,0.49,0.45
Soporte al Cliente,57476,5,Doctorado,0.13,1.01,0.76,Alto,0.88,0.17,0.02,0.45,0.99,0.63,0.35,0.02,0.48,0.21
Mecánico,109398,18,Doctorado,0.58,0.77,0.33,Medio,0.76,0.59,0.84,0.26,0.65,0.12,0.29,0.66,0.83,0.32
Conductor de Camión,139240,10,Doctorado,0.68,0.85,0.92,Alto,0.51,0.65,0.5,0.45,0.85,0.29,0.04,0.88,0.83,0.37
Científico de Datos,143089,15,Licenciatura,0.68,0.58,0.47,Medio,0.09,0.6,0.03,0.63,0.67,0.49,0.18,0.1,0.31,0.47
Científico de Datos,145632,18,Doctorado,0.0,1.21,0.59,Medio,0.44,0.34,0.84,0.78,0.98,0.37,0.91,0.09,0.41,0.47
Médico,104657,5,Maestría,0.63,0.67,0.27,Bajo,0.55,0.9,0.0,0.63,0.41,0.51,0.74,0.23,0.2,0.7
Analista Financiero,44835,8,Maestría,0.23,0.98,0.48,Medio,0.69,0.0,0.59,0.61,0.75,0.89,0.44,0.34,0.1,0.34
Ingeniero de Software,43830,6,Licenciatura,0.8,1.31,0.47,Medio,0.26,0.12,0.85,0.88,0.27,0.62,0.26,0.23,0.02,0.58
Obrero de Construcción,67293,25,Maestría,0.01,0.6,0.78,Alto,0.67,0.2,0.89,0.29,0.33,0.22,0.25,0.07,0.29,0.86
Ingeniero de IA,68690,13,Licenciatura,0.88,0.6,0.16,Bajo,0.23,0.72,0.97,0.82,0.04,0.32,0.03,0.04,0.08,0.28
Ingeniero de IA,45234,1,Maestría,0.4,0.9,0.24,Bajo,0.14,0.16,0.63,0.57,0.15,0.85,0.33,0.37,0.42,0.32
Analista Financiero,120052,3,Licenciatura,0.39,0.76,0.66,Medio,0.31,0.7,0.35,0.44,0.24,0.75,0.74,0.02,0.06,0.92
Científico de Datos,40270,19,Bachillerato,0.51,0.99,0.62,Medio,0.14,0.65,0.48,0.74,0.03,0.59,0.56,0.84,0.68,0.88
Diseñador Gráfico,52562,3,Doctorado,0.41,0.64,0.55,Medio,0.87,0.07,0.56,0.11,0.03,0.68,0.68,0.6,0.86,0.08
Analista Financiero,52065,27,Licenciatura,0.86,1.0,0.41,Medio,0.74,0.89,0.69,0.79,0.28,0.29,0.86,0.61,0.23,0.52
Abogado,66183,0,Bachillerato,0.22,1.15,0.32,Medio,0.3,0.67,0.15,0.22,0.88,0.67,0.5,0.21,0.34,0.57
Especialista en RRHH,67098,17,Maestría,0.48,0.91,0.49,Medio,0.11,0.11,0.96,0.98,0.43,0.79,0.66,0.12,0.3,0.31
Obrero de Construcción,74143,7,Bachillerato,0.58,1.42,0.9,Alto,0.86,0.89,0.8,0.33,0.22,0.57,0.69,0.39,0.85,0.96
Ingeniero de IA,149245,11,Maestría,0.21,1.3,0.16,Bajo,0.18,0.66,0.6,0.17,0.87,0.85,0.84,0.4,0.82,0.84
Guardia de Seguridad,112802,7,Licenciatura,0.96,0.88,0.75,Alto,0.29,0.49,0.81,0.72,0.79,0.38,0.25,0.02,0.63,0.8
Maestro,76611,8,Bachillerato,0.48,1.43,0.1,Bajo,0.51,0.21,0.19,0.95,0.82,0.01,0.27,0.21,0.15,0.7
Maestro,48609,0,Doctorado,0.45,0.69,0.12,Bajo,0.36,0.79,0.99,0.18,0.34,0.28,0.04,0.22,0.9,0.84
Analista Financiero,138629,15,Doctorado,0.37,0.81,0.36,Medio,0.62,0.56,0.43,0.86,0.62,0.26,0.37,0.15,0.59,0.59
Analista Financiero,53481,4,Licenciatura,0.2,0.7,0.35,Medio,0.61,0.69,0.7,0.53,0.95,0.88,0.96,0.39,0.88,0.76
Investigador UX,60412,17,Maestría,0.11,1.18,0.35,Medio,0.29,0.5,0.68,0.93,0.59,0.67,0.31,0.69,0.44,0.86
Maestro,137271,4,Doctorado,0.47,0.93,0.25,Bajo,0.95,0.33,0.48,0.71,0.9,0.49,0.11,0.37,0.55,0.42
Enfermero/a,37612,16,Bachillerato,0.04,1.19,0.3,Bajo,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53
Investigador UX,87623,12,Bachillerato,0.94,0.72,0.62,Medio,0.27,0.88,0.1,0.18,0.72,0.17,0.16,0.56,0.83,0.27
Especialista en RRHH,84503,2,Licenciatura,0.81,1.08,0.56,Medio,0.04,0.37,0.26,0.15,0.39,0.35,0.73,0.6,0.91,0.15
Médico,140427,23,Doctorado,0.53,0.5,0.25,Bajo,0.51,0.49,0.36,0.37,0.43,0.02,0.08,0.51,0.15,0.78
Maestro,73281,15,Bachillerato,0.1,0.74,0.14,Bajo,0.04,0.14,0.32,0.31,0.8,0.84,0.19,0.12,0.63,0.8
Especialista en RRHH,66492,3,Bachillerato,0.01,0.91,0.59,Medio,0.83,0.06,0.68,0.29,0.07,0.49,0.16,0.74,0.74,0.84
Científico de Datos,52368,8,Doctorado,0.01,0.76,0.49,Medio,0.69,0.38,0.54,0.52,0.16,0.62,0.44,0.81,0.69,0.11
Guardia de Seguridad,113302,14,Maestría,0.7,0.59,0.9,Alto,0.22,0.5,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36
Chef,80901,17,Maestría,0.77,0.62,0.58,Medio,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,0.26,0.74
Investigador UX,68197,23,Bachillerato,0.87,0.89,0.62,Medio,0.26,0.66,0.1,0.02,0.1,0.32,0.03,0.63,0.32,0.74
Maestro,101721,9,Maestría,0.22,0.91,0.15,Bajo,0.13,0.99,0.28,0.72,0.22,0.88,0.39,0.9,0.34,0.01
Mecánico,125101,12,Licenciatura,0.52,0.62,0.39,Medio,0.78,0.04,0.49,0.53,0.69,0.04,0.59,0.0,0.27,0.5
Guardia de Seguridad,143605,3,Maestría,0.13,0.67,0.87,Alto,0.37,0.62,1.0,0.99,0.35,0.5,0.9,0.09,0.45,0.38
Analista Financiero,124183,10,Doctorado,0.99,1.23,0.46,Medio,0.83,0.49,0.87,0.27,0.22,0.25,0.54,0.29,0.15,0.99
Maestro,81907,12,Maestría,0.64,1.39,0.28,Bajo,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,0.66,0.88
Ingeniero de Software,130231,29,Bachillerato,0.31,1.22,0.38,Medio,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,0.56
Conductor de Camión,50893,6,Doctorado,0.36,1.17,0.84,Alto,0.55,0.51,0.94,0.93,0.36,0.35,0.55,0.1,0.3,0.23
Científico Investigador,34273,13,Doctorado,0.64,0.88,0.09,Bajo,0.89,0.87,0.86,0.39,0.06,0.11,0.28,0.22,0.87,0.99
Científico Investigador,129941,0,Doctorado,0.73,1.09,0.24,Bajo,0.95,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,0.01
Conductor de Camión,65310,0,Bachillerato,0.43,1.21,0.8,Alto,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1
Investigador UX,111301,15,Bachillerato,0.47,1.13,0.57,Medio,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13
Diseñador Gráfico,125325,25,Doctorado,0.8,0.74,0.5,Medio,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,0.87
Soporte al Cliente,53070,20,Maestría,0.68,1.22,0.81,Alto,0.86,0.69,0.66,0.22,0.41,0.43,0.73,0.62,0.09,0.31
Maestro,137582,2,Bachillerato,0.74,1.24,0.17,Bajo,0.12,0.29,0.25,0.78,0.18,0.46,0.67,0.96,1.0,0.95
Ingeniero de Software,77851,13,Maestría,0.75,1.26,0.65,Medio,0.95,0.45,0.42,0.46,0.66,0.78,0.87,0.46,0.36,0.98
Especialista en RRHH,94690,17,Doctorado,0.22,1.22,0.37,Medio,0.4,0.29,0.17,0.58,0.37,0.46,0.2,0.77,0.31,0.34
Gerente de Marketing,106145,25,Bachillerato,0.43,0.96,0.51,Medio,0.97,0.9,0.61,0.04,0.61,0.09,0.71,0.39,0.84,0.94
Maestro,144256,4,Doctorado,0.46,1.09,0.1,Bajo,0.93,0.43,0.17,0.76,0.22,0.14,0.56,0.67,0.57,0.66
Enfermero/a,94322,12,Licenciatura,0.48,0.86,0.29,Bajo,0.05,0.3,0.94,0.98,0.82,0.08,0.56,0.4,0.81,0.06
Trabajador de Comercio,97504,3,Licenciatura,0.49,0.66,0.87,Alto,0.82,0.7,0.44,0.88,0.14,0.26,0.49,0.06,0.1,0.4
Diseñador Gráfico,64897,11,Maestría,0.91,0.97,0.36,Medio,0.18,0.38,0.21,0.08,0.67,0.58,0.29,0.78,0.78,0.49
Abogado,53425,18,Maestría,0.92,1.17,0.4,Medio,0.61,0.41,0.64,0.47,0.49,0.74,0.61,0.08,0.07,0.31
Abogado,69426,26,Doctorado,0.28,1.15,0.38,Medio,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05
Abogado,69801,0,Licenciatura,0.48,1.22,0.62,Medio,0.52,0.26,0.14,0.16,0.87,0.12,0.38,0.33,0.87,0.48
Abogado,102904,1,Bachillerato,0.74,1.35,0.34,Medio,0.25,0.14,0.46,0.72,0.17,0.13,0.61,0.23,0.48,0.05
Soporte al Cliente,72020,6,Licenciatura,0.54,1.15,0.77,Alto,0.28,0.8,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92
Abogado,59362,18,Maestría,0.27,0.8,0.65,Medio,0.65,0.8,0.29,1.0,0.14,0.96,0.9,0.55,0.59,0.78
Guardia de Seguridad,113366,20,Maestría,0.53,1.4,0.72,Alto,0.91,0.73,0.77,0.06,0.19,0.93,0.12,0.63,0.78,0.23
Ingeniero de IA,114142,21,Doctorado,0.62,1.35,0.11,Bajo,0.44,0.62,0.92,0.02,0.21,0.23,0.33,0.28,0.59,0.89
Gerente de Marketing,94197,3,Licenciatura,0.24,1.36,0.55,Medio,0.22,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65
Analista Financiero,73518,2,Bachillerato,0.21,0.63,0.4,Medio,0.16,0.62,0.6,0.59,0.64,0.81,0.91,0.23,0.59,0.08
Mecánico,138460,20,Licenciatura,0.65,0.99,0.6,Medio,0.43,0.13,0.87,0.08,0.19,0.28,1.0,0.42,0.5,0.77
Gerente de Marketing,38628,18,Doctorado,0.49,1.47,0.62,Medio,0.4,0.38,0.93,0.68,0.62,0.76,0.56,0.16,0.32,0.56
Ingeniero de Software,72353,14,Maestría,0.44,1.26,0.37,Medio,0.06,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84
Abogado,47054,19,Maestría,0.56,1.38,0.31,Medio,0.07,0.16,0.03,0.66,0.63,0.21,0.15,0.15,0.95,0.69
Científico de Datos,73489,2,Maestría,0.32,0.93,0.34,Medio,1.0,0.76,0.62,0.59,0.5,0.26,0.23,0.55,0.07,0.07
Trabajador de Comercio,127014,11,Maestría,0.92,1.41,0.7,Medio,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,0.61
Ingeniero de IA,138569,22,Maestría,0.74,1.21,0.07,Bajo,0.91,0.52,0.9,0.9,0.2,0.38,0.13,0.77,0.5,0.93
Guardia de Seguridad,134371,6,Licenciatura,0.69,1.49,0.87,Alto,0.07,0.59,0.18,0.03,0.33,0.27,0.79,0.37,0.73,0.02
Mecánico,77687,28,Licenciatura,0.03,0.72,0.45,Medio,0.61,0.99,0.35,0.06,0.19,0.9,0.7,0.79,0.12,0.13
Conductor de Camión,40128,23,Maestría,0.86,0.71,0.86,Alto,0.52,0.54,0.2,0.64,0.04,0.99,0.03,0.05,0.32,0.83
Científico Investigador,105505,12,Licenciatura,0.47,0.52,0.07,Bajo,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12
Soporte al Cliente,37109,19,Bachillerato,0.05,1.21,0.91,Alto,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57
Analista Financiero,97672,7,Licenciatura,0.47,1.09,0.7,Medio,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89
Mecánico,149593,19,Bachillerato,0.3,1.24,0.52,Medio,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38
Ingeniero de IA,81108,6,Maestría,0.48,0.9,0.17,Bajo,0.94,0.66,0.29,0.17,0.42,0.45,0.6,0.27,0.77,0.1
Diseñador Gráfico,77197,3,Licenciatura,0.83,1.39,0.61,Medio,0.58,0.57,0.47,0.23,0.38,0.99,0.15,0.54,0.87,0.45
Soporte al Cliente,113499,6,Maestría,0.17,0.93,0.94,Alto,0.09,0.59,0.92,0.95,0.85,0.86,0.65,0.22,0.73,0.98
Conductor de Camión,133462,6,Maestría,0.26,1.07,0.87,Alto,0.21,0.72,0.59,0.61,0.31,0.16,0.62,0.59,0.34,0.3
Especialista en RRHH,96393,13,Maestría,0.49,1.47,0.61,Medio,0.85,0.51,0.53,0.2,0.72,0.42,0.74,0.41,0.11,0.17
Obrero de Construcción,99226,11,Bachillerato,0.26,0.76,0.93,Alto,0.66,0.11,0.14,0.27,0.59,0.75,0.27,0.87,0.11,0.21
Obrero de Construcción,55483,1,Licenciatura,0.13,1.39,0.88,Alto,0.07,0.48,0.52,0.93,0.42,0.45,0.11,0.64,0.21,0.08
Investigador UX,35499,27,Maestría,0.27,0.64,0.58,Medio,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,0.51,0.82
Trabajador de Comercio,59737,15,Licenciatura,0.92,0.99,0.9,Alto,0.41,0.44,0.85,0.11,0.56,0.73,0.75,0.59,0.45,0.26
Trabajador de Comercio,40364,0,Maestría,0.37,1.3,0.71,Alto,0.23,0.35,0.67,0.32,0.04,0.17,0.26,0.18,0.2,0.77
Investigador UX,97954,20,Maestría,0.41,1.47,0.48,Medio,0.93,0.3,0.4,0.4,0.55,0.58,0.25,0.79,0.5,0.01
Soporte al Cliente,36534,24,Bachillerato,0.8,0.75,0.71,Alto,0.81,0.98,0.08,0.94,0.36,0.94,0.65,0.89,0.79,0.03
Científico Investigador,85012,4,Maestría,0.53,0.63,0.17,Bajo,0.95,0.29,0.49,0.38,0.63,0.19,0.26,0.86,0.81,0.79
Obrero de Construcción,94712,25,Bachillerato,0.46,1.23,0.8,Alto,0.1,0.39,0.16,0.39,0.3,0.6,0.36,0.71,0.51,0.92
Maestro,124580,12,Licenciatura,0.69,1.17,0.29,Bajo,0.37,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1
Investigador UX,89151,8,Doctorado,0.08,0.86,0.5,Medio,0.43,0.28,0.29,0.63,0.72,0.58,0.98,0.94,0.1,0.26
Científico de Datos,100529,26,Licenciatura,0.03,1.09,0.68,Medio,0.68,0.09,0.75,0.38,0.92,0.29,0.47,0.75,0.26,0.18
Trabajador de Comercio,127054,27,Maestría,0.49,1.43,0.77,Alto,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25
Ingeniero de IA,68899,11,Licenciatura,0.76,0.7,0.28,Bajo,0.16,0.8,0.42,0.18,0.94,0.96,0.51,0.47,0.9,0.6
Chef,102564,14,Bachillerato,0.43,1.34,0.64,Medio,0.94,0.29,0.68,0.07,0.73,0.56,0.25,0.65,0.14,0.33
Especialista en RRHH,47928,17,Bachillerato,0.78,0.81,0.32,Medio,0.18,0.61,0.02,0.79,0.9,0.5,0.71,0.46,0.31,0.16
Guardia de Seguridad,48560,21,Doctorado,0.93,1.39,0.93,Alto,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07
Conductor de Camión,81290,20,Doctorado,0.43,1.48,0.78,Alto,0.63,0.99,0.26,0.17,0.55,0.55,0.92,0.03,0.41,0.31
Soporte al Cliente,63897,4,Bachillerato,0.03,1.33,0.79,Alto,0.25,0.58,0.7,0.81,0.35,0.81,0.46,0.1,0.85,0.55
Ingeniero de Software,124752,29,Doctorado,0.94,1.06,0.3,Bajo,0.87,0.28,0.5,0.2,0.3,0.69,0.43,0.63,0.82,0.34
Ingeniero de Software,78008,19,Licenciatura,0.78,1.22,0.52,Medio,0.38,0.41,0.43,0.35,0.7,0.13,0.97,0.78,0.3,0.04
Conductor de Camión,75018,16,Bachillerato,0.55,0.93,0.83,Alto,0.66,0.99,0.78,0.54,0.77,0.48,0.31,0.26,0.4,0.0
Médico,94407,11,Doctorado,0.13,1.46,0.07,Bajo,0.5,0.92,0.61,0.5,0.74,0.35,0.19,0.85,0.06,0.81
Ingeniero de IA,43096,26,Doctorado,0.63,0.98,0.3,Bajo,0.39,0.96,0.4,0.68,0.64,0.09,0.74,0.21,0.39,0.78
Científico Investigador,65504,14,Maestría,0.56,1.02,0.18,Bajo,0.82,0.99,0.63,0.38,0.22,0.2,0.86,0.99,0.7,0.96
